Spout_wait,Spliters,Counters,Throughput+,Latency-
9,4,12,20231.0,179.91
9,4,13,20225.0,174.24
9,4,14,18716.0,181.76
9,4,15,20460.0,187.65
9,4,16,20019.0,185.49
9,4,17,21317.0,168.06
9,4,18,21112.0,170.49
9,5,1,9977.5,316.06
9,5,2,13537.0,243.27
9,5,3,15596.0,201.36
9,5,4,16427.0,201.43
9,5,5,16561.0,208.98
9,5,6,16927.0,209.78
9,5,7,16390.0,189.62
9,5,8,17788.0,206.04
9,5,9,18515.0,173.34
9,5,10,20071.0,171.34
9,5,11,19176.0,173.24
9,5,12,19708.0,158.53
9,5,13,20223.0,169.62
9,5,14,19464.0,180.53
9,5,15,20818.0,172.75
9,5,16,20168.0,176.73
9,5,17,22419.0,176.65
9,5,18,20111.0,173.76
9,6,1,9685.8,324.44
9,6,2,13645.0,223.74
9,6,3,15837.0,217.33
9,6,4,16336.0,208.52
9,6,5,16678.0,186.04
9,6,6,17239.0,185.27
9,6,7,17840.0,183.29
9,6,8,18180.0,199.41
9,6,9,18139.0,183.61
9,6,10,19502.0,167.61
9,6,11,19893.0,180.32
9,6,12,20852.0,174.72
9,6,13,20492.0,165.89
9,6,14,19284.0,170.67
9,6,15,21237.0,150.5
9,6,16,21176.0,174.91
9,6,17,22799.0,156.83
9,6,18,22063.0,161.93
10,1,1,8904.2,342.47
10,1,2,12554.0,267.27
10,1,3,13816.0,250.23
10,1,4,13309.0,237.03
10,1,5,14497.0,222.5
10,1,6,12490.0,247.31
10,1,7,13938.0,245.03
10,1,8,15960.0,196.1
10,1,9,13426.0,241.89
10,1,10,14225.0,221.94
10,1,11,16423.0,190.95
10,1,12,14151.0,227.36
10,1,13,14791.0,214.05
10,1,14,17349.0,186.54
10,1,15,14279.0,222.97
10,1,16,14224.0,225.61
10,1,17,18746.0,177.55
10,1,18,15186.0,215.93
10,2,1,9113.5,346.29
10,2,2,12349.0,254.6
10,2,3,14577.0,228.04
10,2,4,15810.0,202.69
10,2,5,16268.0,210.49
10,2,6,15517.0,215.88
10,2,7,16825.0,218.02
10,2,8,17456.0,192.31
10,2,9,17208.0,191.22
10,2,10,18941.0,178.26
10,2,11,18904.0,207.41
10,2,12,17303.0,197.55
10,2,13,19489.0,180.86
10,2,14,19955.0,182.25
10,2,15,18707.0,198.29
10,2,16,19697.0,183.34
10,2,17,20561.0,169.34
10,2,18,17681.0,178.08
10,3,1,10182.0,325.3
10,3,2,12344.0,243.08
10,3,3,15591.0,201.09
10,3,4,15512.0,212.82
10,3,5,15856.0,202.08
10,3,6,16763.0,195.99
10,3,7,16924.0,207.96
10,3,8,17823.0,190.81
10,3,9,19044.0,186.0
10,3,10,19847.0,178.65
10,3,11,19468.0,179.44
10,3,12,19457.0,188.04
10,3,13,19980.0,175.03
10,3,14,19013.0,177.87
10,3,15,20988.0,164.47
10,3,16,20317.0,186.57
10,3,17,21811.0,153.72
10,3,18,21021.0,151.23
10,4,1,9717.5,316.82
10,4,2,13128.0,240.19
10,4,3,15884.0,199.69
10,4,4,16618.0,204.52
10,4,5,17027.0,194.44
10,4,6,16733.0,210.48
10,4,7,17472.0,212.51
10,4,8,17966.0,204.85
10,4,9,18797.0,172.09
10,4,10,19437.0,177.05
10,4,11,18628.0,184.06
10,4,12,19995.0,187.02
10,4,13,20833.0,173.95
10,4,14,18964.0,170.48
10,4,15,22101.0,187.55
10,4,16,20584.0,198.8
10,4,17,21975.0,148.88
10,4,18,21246.0,167.25
10,5,1,9671.6,353.56
10,5,2,13170.0,246.1
10,5,3,15861.0,204.87
10,5,4,16983.0,201.08
10,5,5,16406.0,195.69
10,5,6,16840.0,201.65
10,5,7,17759.0,207.33
10,5,8,18144.0,183.74
10,5,9,18295.0,187.85
10,5,10,18769.0,186.53
10,5,11,20034.0,182.58
10,5,12,20586.0,178.32
10,5,13,20963.0,170.36
10,5,14,19812.0,180.47
10,5,15,20678.0,193.39
10,5,16,20338.0,168.89
10,5,17,22459.0,172.35
10,5,18,21809.0,172.16
10,6,1,9863.8,337.42
10,6,2,13023.0,237.15
10,6,3,16316.0,193.64
10,6,4,16195.0,204.42
10,6,5,16330.0,216.8
10,6,6,17375.0,181.86
10,6,7,18059.0,207.27
10,6,8,18098.0,193.22
10,6,9,19412.0,171.73
10,6,10,20358.0,165.67
10,6,11,18388.0,187.7
10,6,12,21156.0,164.13
10,6,13,20117.0,186.26
10,6,14,20372.0,183.94
10,6,15,21456.0,162.78
10,6,16,21072.0,163.99
10,6,17,23075.0,158.68
10,6,18,22124.0,148.88
100,1,1,9045.7,378.0
100,1,2,12813.0,243.89
100,1,3,12533.0,246.22
100,1,4,12321.0,252.99
100,1,5,14598.0,221.46
100,1,6,13741.0,236.59
100,1,7,13092.0,249.67
100,1,8,16693.0,190.83
100,1,9,13056.0,239.95
100,1,10,14659.0,207.97
100,1,11,18255.0,169.0
100,1,12,13393.0,243.11
100,1,13,15583.0,223.3
100,1,14,18060.0,178.85
100,1,15,15287.0,213.8
100,1,16,14937.0,231.47
100,1,17,18676.0,174.21
100,1,18,14237.0,226.72
100,2,1,9799.9,315.4
100,2,2,12896.0,247.46
100,2,3,13319.0,244.38
100,2,4,14985.0,209.07
100,2,5,15296.0,207.54
100,2,6,16379.0,198.23
100,2,7,17395.0,189.31
100,2,8,17503.0,204.08
100,2,9,18437.0,190.42
100,2,10,19895.0,175.71
100,2,11,18938.0,165.46
100,2,12,17963.0,178.49
100,2,13,20294.0,166.84
100,2,14,19076.0,175.27
100,2,15,18242.0,183.88
100,2,16,20312.0,168.15
100,2,17,18829.0,166.87
100,2,18,19203.0,191.8
100,3,1,9372.9,361.65
100,3,2,12879.0,259.1
100,3,3,15037.0,208.78
100,3,4,15172.0,201.62
100,3,5,14891.0,196.59
100,3,6,17433.0,185.36
100,3,7,17151.0,198.51
100,3,8,17411.0,198.24
100,3,9,18875.0,189.26
100,3,10,17815.0,170.33
100,3,11,18535.0,188.22
100,3,12,19937.0,171.24
100,3,13,19581.0,175.88
100,3,14,19574.0,186.71
100,3,15,20907.0,163.76
100,3,16,19475.0,186.05
100,3,17,20703.0,167.8
100,3,18,20391.0,168.52
100,4,1,9769.1,325.13
100,4,2,13006.0,253.35
100,4,3,14542.0,210.82
100,4,4,15496.0,208.09
100,4,5,16116.0,201.95
100,4,6,16985.0,185.27
100,4,7,16493.0,196.33
100,4,8,16940.0,195.91
100,4,9,18585.0,182.07
100,4,10,18951.0,185.0
100,4,11,18792.0,194.7
100,4,12,18298.0,163.24
100,4,13,19334.0,179.21
100,4,14,19635.0,169.76
100,4,15,20055.0,173.45
100,4,16,19835.0,182.61
100,4,17,20325.0,150.78
100,4,18,20473.0,165.86
100,5,1,9295.4,336.72
100,5,2,12068.0,263.26
100,5,3,15336.0,213.83
100,5,4,15194.0,217.83
100,5,5,16037.0,205.89
100,5,6,17259.0,193.78
100,5,7,17630.0,176.34
100,5,8,18330.0,196.8
100,5,9,18929.0,192.09
100,5,10,19647.0,169.28
100,5,11,18847.0,186.86
100,5,12,19873.0,175.07
100,5,13,20157.0,168.73
100,5,14,19592.0,162.97
100,5,15,20744.0,168.1
100,5,16,19504.0,159.93
100,5,17,21070.0,157.21
100,5,18,20923.0,152.44
100,6,1,9491.4,342.07
100,6,2,12558.0,244.74
100,6,3,14984.0,218.27
100,6,4,15332.0,212.66
100,6,5,16328.0,208.73
100,6,6,17404.0,176.71
100,6,7,17561.0,192.48
100,6,8,16596.0,187.27
100,6,9,18696.0,179.8
100,6,10,19757.0,187.79
100,6,11,19693.0,161.26
100,6,12,19826.0,167.6
100,6,13,19243.0,178.45
100,6,14,18980.0,163.43
100,6,15,20247.0,165.53
100,6,16,20132.0,172.29
100,6,17,21086.0,162.27
100,6,18,20398.0,177.98
1000,1,1,2935.9,959.69
1000,1,2,2901.4,969.27
1000,1,3,2969.8,923.39
1000,1,4,2954.8,948.42
1000,1,5,2790.8,932.62
1000,1,6,3049.8,933.84
1000,1,7,3058.1,941.23
1000,1,8,2958.1,932.37
1000,1,9,2927.1,923.01
1000,1,10,3009.6,942.92
1000,1,11,2936.1,944.68
1000,1,12,2890.0,962.59
1000,1,13,2906.4,927.94
1000,1,14,2898.3,932.47
1000,1,15,2987.4,917.76
1000,1,16,2980.0,912.21
1000,1,17,2853.9,925.21
1000,1,18,3027.8,921.52
1000,2,1,2958.2,963.07
1000,2,2,2917.5,911.22
1000,2,3,3014.6,859.05
1000,2,4,3032.6,855.55
1000,2,5,2934.9,837.33
1000,2,6,2981.1,829.61
1000,2,7,2958.6,869.31
1000,2,8,2965.1,837.77
1000,2,9,3056.3,857.09
1000,2,10,3107.6,850.37
1000,2,11,3027.8,832.18
1000,2,12,3076.1,856.32
1000,2,13,3050.5,848.72
1000,2,14,3067.6,826.82
1000,2,15,3059.8,854.01
1000,2,16,2900.9,860.72
1000,2,17,3044.9,833.58
1000,2,18,2919.8,845.39
1000,3,1,2952.8,953.22
1000,3,2,3145.2,895.01
1000,3,3,3096.6,882.97
1000,3,4,3174.3,802.5
1000,3,5,3100.2,801.39
1000,3,6,3072.2,791.1
1000,3,7,3148.3,818.28
1000,3,8,3105.0,818.54
1000,3,9,3283.9,763.71
1000,3,10,3074.8,789.44
1000,3,11,3056.1,795.38
1000,3,12,3234.8,819.08
1000,3,13,3136.9,821.6
1000,3,14,3084.3,819.15
1000,3,15,3045.4,797.0
1000,3,16,3035.6,816.61
1000,3,17,3036.7,798.57
1000,3,18,3138.6,775.97
1000,4,1,3008.9,955.96
1000,4,2,2988.8,882.21
1000,4,3,3042.7,833.36
1000,4,4,3291.8,780.65
1000,4,5,3062.4,801.36
1000,4,6,3077.6,805.8
1000,4,7,3122.1,801.62
1000,4,8,3231.3,807.8
1000,4,9,3221.8,770.14
1000,4,10,3341.6,779.94
1000,4,11,3401.1,792.82
1000,4,12,2892.1,784.93
1000,4,13,3321.6,772.51
1000,4,14,3127.7,775.05
1000,4,15,3032.4,806.81
1000,4,16,3267.1,794.02
1000,4,17,3259.9,748.03
1000,4,18,3232.2,782.25
1000,5,1,3146.1,926.97
1000,5,2,2990.2,906.51
1000,5,3,3126.8,825.33
1000,5,4,3122.8,841.94
1000,5,5,3158.9,813.99
1000,5,6,3393.4,781.84
1000,5,7,3257.4,806.53
1000,5,8,3154.5,776.68
1000,5,9,3033.4,807.41
1000,5,10,3246.4,746.88
1000,5,11,3286.9,750.82
1000,5,12,3404.9,747.75
1000,5,13,3243.1,758.18
1000,5,14,3115.9,815.55
1000,5,15,3213.4,735.29
1000,5,16,3099.8,787.33
1000,5,17,2985.2,768.3
1000,5,18,3117.1,745.67
1000,6,1,3037.1,920.68
1000,6,2,3207.9,851.97
1000,6,3,3173.7,874.34
1000,6,4,3206.2,798.38
1000,6,5,3243.1,789.55
1000,6,6,3196.8,792.48
1000,6,7,3115.5,816.13
1000,6,8,3297.9,752.06
1000,6,9,3425.3,724.93
1000,6,10,3136.4,763.98
1000,6,11,3341.7,763.75
1000,6,12,3307.0,759.06
1000,6,13,3438.6,748.1
1000,6,14,3250.2,773.71
1000,6,15,3185.1,756.12
1000,6,16,3304.3,741.87
1000,6,17,3377.4,739.18
1000,6,18,3271.9,776.86
10000,1,1,310.06,9421.0
10000,1,2,339.76,8318.7
10000,1,3,420.81,6962.9
10000,1,4,365.31,7893.6
10000,1,5,579.53,4820.2
10000,1,6,433.29,7637.4
10000,1,7,458.25,7869.6
10000,1,8,515.12,6573.1
10000,1,9,407.65,7631.9
10000,1,10,460.81,8761.6
10000,1,11,288.56,7908.9
10000,1,12,365.07,9098.9
10000,1,13,553.53,7139.4
10000,1,14,512.44,5550.6
10000,1,15,375.41,7905.4
10000,1,16,394.88,7252.0
10000,1,17,452.0,6381.3
10000,1,18,402.53,8797.5
10000,2,1,449.06,7756.5
10000,2,2,488.69,7129.9
10000,2,3,449.12,8028.7
10000,2,4,564.53,5758.6
10000,2,5,567.93,6402.4
10000,2,6,600.81,6438.1
10000,2,7,619.18,4173.2
10000,2,8,470.94,6694.7
10000,2,9,579.38,6812.1
10000,2,10,559.75,6228.3
10000,2,11,567.94,5515.8
10000,2,12,582.82,6109.2
10000,2,13,561.06,6205.9
10000,2,14,558.38,6291.2
10000,2,15,600.53,6012.5
10000,2,16,628.94,5072.2
10000,2,17,565.82,6729.5
10000,2,18,575.38,6187.6
10000,3,1,416.31,7782.2
10000,3,2,434.0,7092.8
10000,3,3,392.71,8358.5
10000,3,4,681.59,5946.3
10000,3,5,667.35,5665.9
10000,3,6,586.88,6634.3
10000,3,7,607.29,6151.0
10000,3,8,671.12,5990.3
10000,3,9,642.12,5976.3
10000,3,10,717.75,6070.1
10000,3,11,605.41,6333.2
1,1,1,5882.9,503.02
1,1,2,7005.6,384.57
1,1,3,6892.6,372.64
1,1,4,7355.8,414.98
1,1,5,6709.0,404.29
1,1,6,7859.8,354.09
1,1,7,7380.4,393.85
1,1,8,6860.6,384.95
1,1,9,7353.9,400.27
1,1,10,7255.9,361.51
1,1,11,8100.7,354.71
1,1,12,7759.8,384.22
1,1,13,7285.0,418.19
1,1,14,6851.1,398.64
1,1,15,7686.8,384.66
1,1,16,7087.6,399.54
1,1,17,6941.9,378.72
1,1,18,7211.5,384.31
1,2,1,7776.9,364.95
1,2,2,8436.4,314.55
1,2,3,8711.4,319.03
1,2,4,7972.4,329.55
1,2,5,9191.1,307.32
1,2,6,8216.0,325.32
1,2,7,8878.6,313.45
1,2,8,9023.6,307.22
1,2,9,9224.8,310.57
1,2,10,9157.3,314.64
1,2,11,9394.9,312.75
1,2,12,9053.0,306.24
1,2,13,8708.4,300.43
1,2,14,8300.4,317.24
1,2,15,8523.1,309.71
1,2,16,8767.5,328.65
1,2,17,9841.7,287.27
1,2,18,9861.4,310.09
1,3,1,10114.0,286.39
1,3,2,10517.0,265.26
1,3,3,9882.4,289.29
1,3,4,9102.1,290.05
1,3,5,9130.4,283.66
1,3,6,9793.3,294.35
1,3,7,9484.2,281.69
1,3,8,9962.5,285.11
1,3,9,9381.8,265.39
1,3,10,9962.3,287.62
1,3,11,10419.0,270.49
1,3,12,9966.8,272.83
1,3,13,10170.0,264.22
1,3,14,10168.0,272.87
1,3,15,10060.0,281.63
1,3,16,9582.1,270.07
1,3,17,10115.0,263.71
1,3,18,10505.0,263.14
1,4,1,10382.0,276.56
1,4,2,9793.7,295.74
1,4,3,9322.5,305.17
1,4,4,9141.9,286.45
1,4,5,9442.7,286.84
1,4,6,9298.4,281.0
1,4,7,9424.6,282.2
1,4,8,10043.0,292.8
1,4,9,10214.0,266.68
1,4,10,10127.0,270.57
1,4,11,9834.2,275.67
1,4,12,9523.8,282.76
1,4,13,10221.0,270.13
1,4,14,9682.1,288.16
1,4,15,10323.0,275.56
1,4,16,9896.1,275.03
1,4,17,10153.0,280.22
1,4,18,9845.3,268.05
1,5,1,9549.3,273.54
1,5,2,9597.9,291.24
1,5,3,9823.6,283.79
1,5,4,9145.6,289.61
1,5,5,9793.1,281.33
1,5,6,9755.6,278.02
1,5,7,10170.0,275.25
1,5,8,9987.5,274.23
1,5,9,9818.8,267.21
1,5,10,10737.0,287.83
1,5,11,10250.0,261.07
1,5,12,10412.0,261.91
1,5,13,9892.8,276.75
1,5,14,9378.8,267.26
1,5,15,10405.0,272.98
1,5,16,10172.0,264.55
1,5,17,10090.0,268.18
1,5,18,10506.0,265.69
1,6,1,9954.6,275.92
1,6,2,10289.0,273.26
1,6,3,9480.2,283.06
1,6,4,9560.3,290.38
1,6,5,10358.0,282.01
1,6,6,9321.4,271.78
1,6,7,9267.4,278.68
1,6,8,10116.0,280.18
1,6,9,9817.1,279.38
1,6,10,10534.0,269.66
1,6,11,9615.2,274.74
1,6,12,10116.0,271.54
1,6,13,10510.0,262.29
1,6,14,10100.0,282.96
1,6,15,10818.0,253.93
1,6,16,10541.0,270.12
1,6,17,10645.0,268.72
1,6,18,10019.0,265.93
2,1,1,6407.6,462.69
2,1,2,6687.2,415.58
2,1,3,7133.9,387.76
2,1,4,6761.8,419.62
2,1,5,7598.4,357.0
2,1,6,7599.1,373.04
2,1,7,6921.5,391.23
2,1,8,7137.8,394.49
2,1,9,7277.6,394.18
2,1,10,7726.4,385.49
2,1,11,6753.0,402.31
2,1,12,7380.2,393.2
2,1,13,7503.5,388.63
2,1,14,7322.9,361.05
2,1,15,7048.7,366.02
2,1,16,6403.8,403.02
2,1,17,7444.2,387.8
2,1,18,7573.2,384.03
2,2,1,8689.6,351.3
2,2,2,8928.3,308.45
2,2,3,8500.1,333.37
2,2,4,8076.6,341.65
2,2,5,9013.1,322.27
2,2,6,8798.1,313.69
2,2,7,8618.9,312.04
2,2,8,8975.9,305.01
2,2,9,8805.2,311.97
2,2,10,8897.9,311.41
2,2,11,9173.2,293.55
2,2,12,8820.1,319.76
2,2,13,9511.7,307.6
2,2,14,8935.4,296.31
2,2,15,9096.3,299.0
2,2,16,9101.4,309.22
2,2,17,9503.5,298.16
2,2,18,8596.1,318.52
2,3,1,10600.0,276.16
2,3,2,9940.6,277.71
2,3,3,9116.2,292.05
2,3,4,9927.5,288.85
2,3,5,9908.6,290.47
2,3,6,9865.7,288.28
2,3,7,9986.8,288.98
2,3,8,9821.2,282.73
2,3,9,9482.3,278.57
2,3,10,9781.7,286.0
2,3,11,9375.2,284.85
2,3,12,10573.0,274.53
2,3,13,10386.0,272.9
2,3,14,10860.0,262.77
2,3,15,10237.0,281.06
2,3,16,10814.0,276.04
2,3,17,9351.5,272.45
2,3,18,10304.0,273.89
2,4,1,10433.0,281.2
2,4,2,10067.0,270.49
2,4,3,9887.3,298.91
2,4,4,9282.2,290.41
2,4,5,10334.0,276.15
2,4,6,10001.0,290.76
2,4,7,10244.0,276.14
2,4,8,9664.4,274.13
2,4,9,10229.0,275.8
2,4,10,11015.0,270.75
2,4,11,9545.9,311.93
2,4,12,10073.0,270.19
2,4,13,10178.0,279.78
2,4,14,10265.0,274.53
2,4,15,10509.0,269.52
2,4,16,9921.8,273.4
2,4,17,10153.0,270.8
2,4,18,9715.1,269.13
2,5,1,9988.7,275.29
2,5,2,10736.0,265.88
2,5,3,9449.5,285.11
2,5,4,9311.9,287.58
2,5,5,9468.6,291.64
2,5,6,9941.1,285.15
2,5,7,9593.7,281.05
2,5,8,9528.7,273.77
2,5,9,9906.6,277.4
2,5,10,10502.0,281.16
2,5,11,10314.0,272.22
2,5,12,10328.0,266.62
2,5,13,10370.0,292.02
2,5,14,11141.0,263.75
2,5,15,10500.0,263.62
2,5,16,9752.6,274.27
2,5,17,9764.6,264.43
2,5,18,10336.0,264.47
2,6,1,10036.0,269.82
2,6,2,10446.0,287.98
2,6,3,9383.1,288.03
2,6,4,10063.0,273.64
2,6,5,9845.1,281.18
2,6,6,10483.0,277.88
2,6,7,10078.0,282.11
2,6,8,9782.0,266.13
2,6,9,9868.1,273.86
2,6,10,10072.0,270.19
2,6,11,10375.0,271.97
2,6,12,10101.0,276.16
2,6,13,10567.0,264.44
2,6,14,9911.9,265.87
2,6,15,10705.0,250.48
2,6,16,9800.6,267.29
2,6,17,10230.0,282.65
2,6,18,10985.0,266.44
3,1,1,6042.6,491.43
3,1,2,7134.5,420.23
3,1,3,7066.9,379.96
3,1,4,7133.0,398.76
3,1,5,6994.6,368.25
3,1,6,8105.7,360.0
3,1,7,7531.6,379.98
3,1,8,6885.3,401.21
3,1,9,8392.1,359.25
3,1,10,7082.4,358.95
3,1,11,7784.1,361.09
3,1,12,7331.9,374.83
3,1,13,6705.7,365.42
3,1,14,7541.8,381.84
3,1,15,6770.2,375.0
3,1,16,7556.9,378.26
3,1,17,6804.8,398.52
3,1,18,7577.2,365.52
3,2,1,8315.9,326.32
3,2,2,9305.9,312.83
3,2,3,9098.4,320.83
3,2,4,8648.7,340.62
3,2,5,9060.7,316.45
3,2,6,9099.8,321.72
3,2,7,8996.0,320.99
3,2,8,9001.6,321.19
3,2,9,8925.2,304.48
3,2,10,9046.5,297.76
3,2,11,9529.2,304.17
3,2,12,8603.6,290.21
3,2,13,8711.9,294.95
3,2,14,8941.0,317.36
3,2,15,9008.5,300.97
3,2,16,8445.6,305.8
3,2,17,9101.8,307.79
3,2,18,9043.4,301.8
3,3,1,10409.0,266.53
3,3,2,10225.0,290.66
3,3,3,9990.1,285.37
3,3,4,9734.9,282.96
3,3,5,9330.1,286.02
3,3,6,9579.1,287.89
3,3,7,9921.8,276.13
3,3,8,9659.7,298.43
3,3,9,9572.1,285.39
3,3,10,9678.2,264.56
3,3,11,10007.0,283.96
3,3,12,9665.7,260.23
3,3,13,10726.0,288.43
3,3,14,10185.0,280.18
3,3,15,10087.0,263.82
3,3,16,9799.2,266.97
3,3,17,10085.0,261.22
3,3,18,10769.0,269.77
3,4,1,10634.0,269.51
3,4,2,9358.3,291.39
3,4,3,9327.9,289.04
3,4,4,9048.4,294.54
3,4,5,9931.0,280.83
3,4,6,9809.7,283.1
3,4,7,9655.9,272.32
3,4,8,10016.0,283.24
3,4,9,9727.4,288.34
3,4,10,10386.0,268.85
3,4,11,10263.0,275.95
3,4,12,9486.6,270.0
3,4,13,10353.0,267.47
3,4,14,10158.0,264.51
3,4,15,11082.0,270.43
3,4,16,10362.0,268.54
3,4,17,10314.0,269.98
3,4,18,10870.0,262.58
3,5,1,10152.0,272.69
3,5,2,10393.0,260.96
3,5,3,9750.4,269.54
3,5,4,9812.0,285.93
3,5,5,9684.0,276.93
3,5,6,10239.0,269.4
3,5,7,9518.4,276.95
3,5,8,9787.7,275.2
3,5,9,10559.0,274.95
3,5,10,10495.0,263.89
3,5,11,9423.3,273.22
3,5,12,10370.0,264.86
3,5,13,9921.9,286.77
3,5,14,10109.0,275.3
3,5,15,10726.0,260.28
3,5,16,10465.0,264.47
3,5,17,9799.4,258.79
3,5,18,10555.0,262.33
3,6,1,10912.0,259.35
3,6,2,10294.0,258.52
3,6,3,9602.0,278.48
3,6,4,10432.0,282.29
3,6,5,9021.4,282.39
3,6,6,9885.4,267.04
3,6,7,9895.4,284.22
3,6,8,9541.1,265.4
3,6,9,10024.0,281.35
3,6,10,9522.7,274.57
3,6,11,10021.0,274.85
3,6,12,9643.9,267.55
3,6,13,10919.0,265.52
3,6,14,10301.0,283.18
3,6,15,10522.0,255.39
3,6,16,10578.0,256.17
3,6,17,10359.0,258.59
3,6,18,10450.0,271.08
4,1,1,5659.5,462.02
4,1,2,7588.3,388.28
4,1,3,6588.1,391.5
4,1,4,7400.8,392.03
4,1,5,7387.5,377.45
4,1,6,7195.4,378.7
4,1,7,7383.9,404.74
4,1,8,7815.3,369.17
4,1,9,6948.2,356.86
4,1,10,7914.4,368.74
4,1,11,7142.8,378.85
4,1,12,7656.1,370.96
4,1,13,7432.4,369.06
4,1,14,7206.7,356.11
4,1,15,7174.3,379.58
4,1,16,7213.8,370.17
4,1,17,8300.2,333.71
4,1,18,7305.1,368.99
4,2,1,8814.8,340.19
4,2,2,9261.6,315.44
4,2,3,9095.6,309.95
4,2,4,8226.0,325.08
4,2,5,8701.9,302.32
4,2,6,8920.0,314.2
4,2,7,8870.4,319.86
4,2,8,9062.3,316.7
4,2,9,8674.2,299.28
4,2,10,9213.2,304.36
4,2,11,9787.6,293.03
4,2,12,9053.5,311.32
4,2,13,9221.4,307.37
4,2,14,8572.5,320.8
4,2,15,9460.9,302.46
4,2,16,9657.4,304.72
4,2,17,9043.1,295.44
4,2,18,8951.6,300.71
4,3,1,10095.0,257.81
4,3,2,10071.0,290.73
4,3,3,10368.0,278.21
4,3,4,9254.0,290.38
4,3,5,10392.0,277.76
4,3,6,10230.0,302.15
4,3,7,9797.2,285.06
4,3,8,9549.2,264.45
4,3,9,9902.0,287.6
4,3,10,10151.0,270.33
4,3,11,10477.0,270.74
4,3,12,9497.1,270.4
4,3,13,10126.0,276.57
4,3,14,10152.0,264.18
4,3,15,10333.0,269.23
4,3,16,10000.0,272.82
4,3,17,9847.1,268.98
4,3,18,10791.0,272.99
4,4,1,10286.0,271.17
4,4,2,9827.6,286.89
4,4,3,10177.0,268.72
4,4,4,9236.4,292.15
4,4,5,10280.0,285.3
4,4,6,9262.8,280.73
4,4,7,10278.0,278.24
4,4,8,9790.1,278.59
4,4,9,10223.0,290.97
4,4,10,10039.0,280.77
4,4,11,9605.0,269.76
4,4,12,9403.1,268.97
4,4,13,9980.2,272.06
4,4,14,9953.6,271.77
4,4,15,10131.0,259.3
4,4,16,10732.0,269.86
4,4,17,10474.0,269.02
4,4,18,10155.0,262.54
4,5,1,10354.0,281.03
4,5,2,10301.0,287.26
4,5,3,10583.0,277.64
4,5,4,8609.1,293.16
4,5,5,10181.0,268.24
4,5,6,9470.7,293.76
4,5,7,9601.2,281.77
4,5,8,10373.0,261.83
4,5,9,10329.0,272.18
4,5,10,11107.0,271.51
4,5,11,10420.0,276.03
4,5,12,10058.0,262.32
4,5,13,10187.0,271.87
4,5,14,10518.0,272.1
4,5,15,11042.0,268.85
4,5,16,10253.0,259.36
4,5,17,10778.0,275.23
4,5,18,10697.0,270.99
4,6,1,10871.0,247.45
4,6,2,10407.0,266.78
4,6,3,9664.1,273.34
4,6,4,10010.0,279.26
4,6,5,9103.5,274.94
4,6,6,10674.0,268.18
4,6,7,9926.3,276.04
4,6,8,10438.0,276.92
4,6,9,9617.6,270.86
4,6,10,10710.0,263.78
4,6,11,10315.0,276.84
4,6,12,9848.3,261.07
4,6,13,10608.0,267.03
4,6,14,10710.0,264.8
4,6,15,10453.0,261.87
4,6,16,10295.0,262.99
4,6,17,10620.0,249.67
4,6,18,10455.0,259.32
5,1,1,6272.1,441.2
5,1,2,7091.5,381.95
5,1,3,7380.9,404.3
5,1,4,6836.2,420.68
5,1,5,7468.7,379.91
5,1,6,7942.3,355.8
5,1,7,7437.4,354.5
5,1,8,7887.1,365.52
5,1,9,7914.9,359.68
5,1,10,7851.8,358.11
5,1,11,6988.2,379.96
5,1,12,7766.3,362.41
5,1,13,6828.5,397.46
5,1,14,7466.6,402.41
5,1,15,7959.8,360.94
5,1,16,7109.5,384.78
5,1,17,7514.3,370.34
5,1,18,7088.4,385.79
5,2,1,8603.9,319.57
5,2,2,8916.8,309.59
5,2,3,9373.9,317.21
5,2,4,7633.1,328.1
5,2,5,8801.1,328.53
5,2,6,9051.0,304.56
5,2,7,9123.6,309.76
5,2,8,8975.4,301.11
5,2,9,9351.5,296.93
5,2,10,8966.0,299.66
5,2,11,9060.4,313.2
5,2,12,9173.6,311.36
5,2,13,8841.9,287.08
5,2,14,8740.4,305.11
5,2,15,9057.3,298.46
5,2,16,8414.4,317.27
5,2,17,9882.4,285.71
5,2,18,9609.3,297.17
5,3,1,10617.0,275.71
5,3,2,10077.0,274.63
5,3,3,10201.0,284.11
5,3,4,10236.0,278.51
5,3,5,10071.0,286.71
5,3,6,9447.9,280.4
5,3,7,9239.7,292.4
5,3,8,10253.0,281.64
5,3,9,9320.8,283.37
5,3,10,9514.0,265.12
5,3,11,9387.1,274.04
5,3,12,10785.0,268.8
5,3,13,10004.0,276.68
5,3,14,9968.8,275.51
5,3,15,10318.0,270.7
5,3,16,9996.8,269.82
5,3,17,10522.0,271.16
5,3,18,10428.0,272.6
5,4,1,11014.0,271.8
5,4,2,10623.0,255.26
5,4,3,10163.0,287.72
5,4,4,9697.3,287.73
5,4,5,10715.0,281.0
5,4,6,10132.0,278.23
5,4,7,8830.8,275.77
5,4,8,10293.0,278.58
5,4,9,10068.0,287.0
5,4,10,10012.0,268.47
5,4,11,10364.0,275.18
5,4,12,10280.0,265.28
5,4,13,10409.0,269.51
5,4,14,10038.0,258.82
5,4,15,10732.0,261.57
5,4,16,10842.0,260.63
5,4,17,10386.0,262.97
5,4,18,10493.0,264.68
5,5,1,11930.0,250.78
5,5,2,10317.0,270.05
5,5,3,10165.0,289.44
